<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
DATA,D,20240123,00:00:00,64.4,64.4,64.2,74.4,
DATA,D,20240124,00:00:00,64.3,64.4,64,74.3,
DATA,D,20240125,00:00:00,64.1,64.2,63.6,74.1,
DATA,D,20240126,00:00:00,64,64.3,63.9,74,
DATA,D,20240129,00:00:00,64.2,64.7,64.2,74.2,
DATA,D,20240130,00:00:00,64.6,64.8,64.5,74.6,
DATA,D,20240131,00:00:00,64.8,65.2,64.8,74.8,
DATA,D,20240201,00:00:00,65.2,65.5,65.1,75.2,
DATA,D,20240202,00:00:00,65.3,65.5,65.1,75.3,
DATA,D,20240205,00:00:00,65.3,65.6,65.3,75.3,
DATA,D,20240206,00:00:00,65.6,65.8,65.5,75.6,
DATA,D,20240207,00:00:00,65.8,66.3,65.7,75.8,
DATA,D,20240208,00:00:00,66.3,66.4,65.4,76.3,
DATA,D,20240209,00:00:00,65.5,65.8,65.2,75.5,
DATA,D,20240212,00:00:00,65.8,66,65.5,75.8,
DATA,D,20240213,00:00:00,65.8,66,65.8,75.8,
DATA,D,20240214,00:00:00,66,66.3,65.9,76,
DATA,D,20240215,00:00:00,66,66.3,65.7,76,
DATA,D,20240216,00:00:00,66.3,66.5,65.5,76.3,
DATA,D,20240219,00:00:00,65.9,66.1,65.7,75.9,
DATA,D,20240220,00:00:00,65.9,65.9,64.3,75.9,
DATA,D,20240221,00:00:00,64.5,64.5,63.6,74.5,
DATA,D,20240222,00:00:00,64,64.4,63.8,74,
DATA,D,20240226,00:00:00,64.7,65.4,64.3,74.7,
DATA,D,20240227,00:00:00,65.3,65.4,65,75.3,
DATA,D,20240228,00:00:00,65.1,65.5,65,75.1,
DATA,D,20240229,00:00:00,65.3,66,65.2,75.3,
DATA,D,20240301,00:00:00,66.1,66.3,65.7,76.1,
DATA,D,20240304,00:00:00,66.4,66.8,66.3,76.4,
DATA,D,20240305,00:00:00,66.8,67,66.6,76.8,
DATA,D,20240306,00:00:00,66.9,67.2,66.6,76.9,
DATA,D,20240307,00:00:00,66.9,67.2,66.8,76.9,
DATA,D,20240311,00:00:00,67.5,67.8,67.4,77.5,
DATA,D,20240312,00:00:00,67.4,67.6,67.1,77.4,
DATA,D,20240313,00:00:00,67.7,67.8,67.3,77.7,
DATA,D,20240314,00:00:00,67.2,67.4,66.7,77.2,
DATA,D,20240315,00:00:00,66.9,67.1,66.7,76.9,
DATA,D,20240318,00:00:00,67.3,67.4,66.6,77.3,
DATA,D,20240319,00:00:00,66.8,66.9,66,76.8,
DATA,D,20240320,00:00:00,66.5,66.7,66.1,76.5,
DATA,D,20240321,00:00:00,66.5,66.7,66.1,76.5,
DATA,D,20240322,00:00:00,66.6,66.8,65.4,76.6,
DATA,D,20240325,00:00:00,65.9,66.7,65.7,75.9,
DATA,D,20240326,00:00:00,66.8,67,66.6,76.8,
DATA,D,20240327,00:00:00,66.9,67.1,66.6,76.9,
DATA,D,20240328,00:00:00,67,67.3,66.9,77,
DATA,D,20240329,00:00:00,67.4,68,67.2,77.4,
DATA,D,20240401,00:00:00,68,68.3,67.9,78,
DATA,D,20240402,00:00:00,68.4,68.5,68.1,78.4,
DATA,D,20240403,00:00:00,68.5,68.9,68.4,78.5,
DATA,D,20240404,00:00:00,68.8,69.1,68.7,78.8,
DATA,D,20240405,00:00:00,68.8,69,68.6,78.8,
DATA,D,20240408,00:00:00,68.8,69.5,68.8,78.8,
DATA,D,20240409,00:00:00,69.5,69.8,69.1,79.5,
DATA,D,20240410,00:00:00,69.5,69.8,69.1,79.5,
DATA,D,20240411,00:00:00,69.8,70.1,69.7,79.8,
DATA,D,20240412,00:00:00,69.9,70.2,69.9,79.9,
DATA,D,20240415,00:00:00,70.2,70.9,70.1,80.2,
DATA,D,20240416,00:00:00,70.9,70.9,70.3,80.9,
DATA,D,20240417,00:00:00,70.5,70.7,69.8,80.5,
DATA,D,20240418,00:00:00,70,70.2,69.9,80,
DATA,D,20240419,00:00:00,70.1,70.4,70.1,80.1,
DATA,D,20240422,00:00:00,70.4,70.6,70.3,80.4,
DATA,D,20240423,00:00:00,70.7,70.8,69.7,80.7,
DATA,D,20240424,00:00:00,69.8,70.1,69.5,79.8,
DATA,D,20240425,00:00:00,69.7,69.9,69.5,79.7,
DATA,D,20240426,00:00:00,70,70.1,69.8,80,
DATA,D,20240427,00:00:00,70.2,70.3,70.1,80.2,
DATA,D,20240429,00:00:00,70.3,70.6,70.2,80.3,
DATA,D,20240430,00:00:00,70.5,70.7,70.3,80.5,
DATA,D,20240502,00:00:00,70.5,70.5,69.8,80.5,
DATA,D,20240503,00:00:00,70,70.1,69.6,80,
DATA,D,20240506,00:00:00,69.9,70.4,69.5,79.9,
DATA,D,20240507,00:00:00,69.6,70.2,69.5,79.6,
DATA,D,20240508,00:00:00,70.3,70.4,70.2,80.3,
DATA,D,20240510,00:00:00,70.4,70.7,70.4,80.4,
